Item ID,Item Name,Category,Subcategory,Collection,Rarity,Source Type,Source Game,Visible Unlock Condition,Internal Unlock Condition,Token Price,Equivalent Token Value,Salvage %,Giftable,Unlimited Placement,Account-Earned Only,Secret,Footprint W,Footprint D,Height Band,Placement Surface,Room Types,Rotation,Style Tags,Animation / VFX,Audio / Ambience,Future Interaction,Collection Completion Set,3D Production Notes
buy-with-game-night-tokens-construction-crew-tripod-work-light,Tripod Work Light,Lighting,Lighting,Construction Crew,Common,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,35,35,0.25,Yes,Yes,No,No,1,1,Medium,Floor/Wall/Ceiling,Bedroom; Common Space,90° steps,Construction Crew; Purchasable,Warm flicker,None,Toggle / lighting preset,Construction Crew,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-construction-crew-high-vis-stripe-rug,High-Vis Stripe Rug,Rugs,Rugs,Construction Crew,Common,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,30,30,0.25,Yes,Yes,No,No,2,2,Flat,Floor,Bedroom; Common Space,90° steps,Construction Crew; Purchasable,None,None,Decorative,Construction Crew,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-construction-crew-bridge-blueprint-pr,Bridge Blueprint Print,Wall Decor,Wall Decor,Construction Crew,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,40,40,0.25,Yes,Yes,No,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Construction Crew; Purchasable,None,None,Inspect / memory card,Construction Crew,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-construction-crew-diamond-plate-floor,Diamond Plate Flooring,Flooring,Flooring,Construction Crew,Common,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,35,35,0.25,Yes,Yes,No,No,0,0,Surface,Floor Surface,Bedroom; Bathroom; Kitchen; Common Space,90° steps,Construction Crew; Purchasable,None,None,Apply to room floor,Construction Crew,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-garden-cottage-wrought-iron-garden-be,Wrought-Iron Garden Bed,Beds,Beds,Garden Cottage,Epic,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,175,175,0.25,Yes,Yes,No,No,2,3,Tall,Floor,Bedroom; Common Space,90° steps,Garden Cottage; Purchasable,None,None,Sleep animation later,Garden Cottage,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-garden-cottage-wicker-garden-chair,Wicker Garden Chair,Seating,Seating,Garden Cottage,Rare,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,150,150,0.25,Yes,Yes,No,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Garden Cottage; Purchasable,None,None,Sit animation later,Garden Cottage,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-garden-cottage-potting-bench-desk,Potting Bench Desk,Tables,Tables,Garden Cottage,Common,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,35,35,0.25,Yes,Yes,No,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Garden Cottage; Purchasable,None,None,Surface for small decor,Garden Cottage,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-garden-cottage-seed-cabinet,Seed Cabinet,Storage,Storage,Garden Cottage,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,50,50,0.25,Yes,Yes,No,No,2,1,Tall,Floor/Wall,Bedroom; Common Space,90° steps,Garden Cottage; Purchasable,None,None,Open/inspect later,Garden Cottage,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-garden-cottage-flowering-vine-lamp,Flowering Vine Lamp,Lighting,Lighting,Garden Cottage,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,75,75,0.25,Yes,Yes,No,No,1,1,Medium,Floor/Wall/Ceiling,Bedroom; Common Space,90° steps,Garden Cottage; Purchasable,Warm flicker,None,Toggle / lighting preset,Garden Cottage,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-garden-cottage-botanical-round-rug,Botanical Round Rug,Rugs,Rugs,Garden Cottage,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,50,50,0.25,Yes,Yes,No,No,2,2,Flat,Floor,Bedroom; Common Space,90° steps,Garden Cottage; Purchasable,None,None,Decorative,Garden Cottage,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-garden-cottage-dorothy-s-pressed-flow,Dorothy's Pressed Flower Frames,Wall Decor,Wall Decor,Garden Cottage,Uncommon,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,75,75,0.25,Yes,Yes,No,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Garden Cottage; Purchasable,None,None,Inspect / memory card,Garden Cottage,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-garden-cottage-indoor-herb-planter,Indoor Herb Planter,Plants,Plants,Garden Cottage,Rare,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,90,90,0.25,Yes,Yes,No,No,1,1,Medium,Floor/Table,Bedroom; Common Space,90° steps,Garden Cottage; Purchasable,None,None,Ambient animation optional,Garden Cottage,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
buy-with-game-night-tokens-garden-cottage-cottage-rose-wallpaper,Cottage Rose Wallpaper,Wallpaper,Wallpaper,Garden Cottage,Rare,Buy with Game Night Tokens,,Available in the Cabin Shop,Available in the Cabin Shop,120,120,0.25,Yes,Yes,No,No,0,0,Surface,Wall Surface,Bedroom; Bathroom; Kitchen; Common Space,90° steps,Garden Cottage; Purchasable,None,None,Apply to room walls,Garden Cottage,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
win-in-arcade-paddle-battle-ember-paddle-pennant,Ember Paddle Pennant,Wall Decor,Wall Decor,Paddle Battle,Uncommon,Win in Arcade,Papa's Paddle Battle,First clear / first meaningful completion,First clear / first meaningful completion,,60,0.25,Yes,Yes,No,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Papa Shop; Wood; Ember; Arcade Reward,None,None,Inspect / memory card,Paddle Battle,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-paddle-battle-papa-bot-side-table,Papa Bot Side Table,Tables,Tables,Paddle Battle,Rare,Win in Arcade,Papa's Paddle Battle,5 wins / 5 clears,5 wins / 5 clears,,100,0.25,Yes,Yes,No,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Papa Shop; Wood; Ember; Arcade Reward,None,None,Surface for small decor,Paddle Battle,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-paddle-battle-burnished-paddle-lamp,Burnished Paddle Lamp,Lighting,Lighting,Paddle Battle,Rare,Win in Arcade,Papa's Paddle Battle,10 wins / 10 clears,10 wins / 10 clears,,120,0.25,Yes,Yes,No,No,1,1,Medium,Floor/Wall/Ceiling,Bedroom; Common Space,90° steps,Papa Shop; Wood; Ember; Arcade Reward,None,None,Toggle / lighting preset,Paddle Battle,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-paddle-battle-champion-paddle-rug,Champion Paddle Rug,Rugs,Rugs,Paddle Battle,Epic,Win in Arcade,Papa's Paddle Battle,Perfect score or designated high-skill objective,Perfect score or designated high-skill objective,,220,0.25,Yes,Yes,No,No,2,2,Flat,Floor,Bedroom; Common Space,90° steps,Papa Shop; Wood; Ember; Arcade Reward,Subtle rarity sparkle,None,Decorative,Paddle Battle,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-paddle-battle-shop-bell-display-shelf,Shop Bell Display Shelf,Storage,Storage,Paddle Battle,Epic,Win in Arcade,Papa's Paddle Battle,Hard-mode / difficult-level milestone,Hard-mode / difficult-level milestone,,240,0.25,Yes,Yes,No,No,2,1,Tall,Floor/Wall,Bedroom; Common Space,90° steps,Papa Shop; Wood; Ember; Arcade Reward,Subtle rarity sparkle,None,Open/inspect later,Paddle Battle,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-paddle-battle-warm-ember-throw-pillow,Warm Ember Throw Pillow,Decorations,Decorations,Paddle Battle,Uncommon,Win in Arcade,Papa's Paddle Battle,Complete the game-specific daily challenge,Complete the game-specific daily challenge,,70,0.25,Yes,Yes,No,No,1,1,Small,Floor/Table/Wall,Bedroom; Common Space,90° steps,Papa Shop; Wood; Ember; Arcade Reward,None,None,Decorative,Paddle Battle,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-paddle-battle-animated-paddle-duel-diorama,Animated Paddle Duel Diorama,Collectibles,Collectibles,Paddle Battle,Epic,Win in Arcade,Papa's Paddle Battle,Mastery milestone / advanced level,Mastery milestone / advanced level,,260,0.25,Yes,Yes,No,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Papa Shop; Wood; Ember; Arcade Reward,Animated loop,None,Inspect achievement / history,Paddle Battle,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-paddle-battle-paddle-battle-tv-channel,Paddle Battle TV Channel,Electronics,Electronics,Paddle Battle,Rare,Win in Arcade,Papa's Paddle Battle,Unlock the game-specific media channel,Unlock the game-specific media channel,,140,0.25,Yes,Yes,No,No,2,1,Medium,Floor/Wall,Bedroom; Common Space,90° steps,Papa Shop; Wood; Ember; Arcade Reward,Looping themed game footage/screensaver,Muted by default; optional themed channel audio,Select as an unlocked TV channel,Paddle Battle,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-paddle-battle-papa-s-paddle-champion-trophy,Papa’s Paddle Champion Trophy,Collectibles,Collectibles,Paddle Battle,Family Legendary,Win in Arcade,Papa's Paddle Battle,Top mastery milestone / long-term achievement,Top mastery milestone / long-term achievement,,500,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Papa Shop; Wood; Ember; Arcade Reward,Subtle rarity sparkle,None,Inspect to show unlock story / achievement date,Paddle Battle,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-goat-run-goat-rescue-pennant,Goat Rescue Pennant,Wall Decor,Wall Decor,Goat Run,Uncommon,Win in Arcade,Gunner's Goat Run,First clear / first meaningful completion,First clear / first meaningful completion,,60,0.25,Yes,Yes,No,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Farm; Gunner; Creek; Arcade Reward,None,None,Inspect / memory card,Goat Run,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-goat-run-creek-log-side-table,Creek Log Side Table,Tables,Tables,Goat Run,Rare,Win in Arcade,Gunner's Goat Run,5 wins / 5 clears,5 wins / 5 clears,,100,0.25,Yes,Yes,No,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Farm; Gunner; Creek; Arcade Reward,None,None,Surface for small decor,Goat Run,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-goat-run-gunner-paw-lamp,Gunner Paw Lamp,Lighting,Lighting,Goat Run,Rare,Win in Arcade,Gunner's Goat Run,10 wins / 10 clears,10 wins / 10 clears,,120,0.25,Yes,Yes,No,No,1,1,Medium,Floor/Wall/Ceiling,Bedroom; Common Space,90° steps,Farm; Gunner; Creek; Arcade Reward,None,None,Toggle / lighting preset,Goat Run,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-goat-run-goat-trail-rug,Goat Trail Rug,Rugs,Rugs,Goat Run,Epic,Win in Arcade,Gunner's Goat Run,Perfect score or designated high-skill objective,Perfect score or designated high-skill objective,,220,0.25,Yes,Yes,No,No,2,2,Flat,Floor,Bedroom; Common Space,90° steps,Farm; Gunner; Creek; Arcade Reward,Subtle rarity sparkle,None,Decorative,Goat Run,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-goat-run-farm-rescue-gear-shelf,Farm Rescue Gear Shelf,Storage,Storage,Goat Run,Epic,Win in Arcade,Gunner's Goat Run,Hard-mode / difficult-level milestone,Hard-mode / difficult-level milestone,,240,0.25,Yes,Yes,No,No,2,1,Tall,Floor/Wall,Bedroom; Common Space,90° steps,Farm; Gunner; Creek; Arcade Reward,Subtle rarity sparkle,None,Open/inspect later,Goat Run,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-goat-run-farm-trail-dog-bed,Farm Trail Dog Bed,Pet Items,Pet Beds & Dog Items,Goat Run,Uncommon,Win in Arcade,Gunner's Goat Run,Complete the game-specific daily challenge,Complete the game-specific daily challenge,,70,0.25,Yes,Yes,No,No,1,1,Low,Floor,Bedroom; Common Space; Guest House,90° steps,Farm; Gunner; Creek; Arcade Reward,None,None,Dog wander target / rest animation later,Goat Run,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-goat-run-animated-goat-crossing-diorama,Animated Goat Crossing Diorama,Collectibles,Collectibles,Goat Run,Epic,Win in Arcade,Gunner's Goat Run,Mastery milestone / advanced level,Mastery milestone / advanced level,,260,0.25,Yes,Yes,No,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Farm; Gunner; Creek; Arcade Reward,Animated loop,None,Inspect achievement / history,Goat Run,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-goat-run-goat-run-tv-channel,Goat Run TV Channel,Electronics,Electronics,Goat Run,Rare,Win in Arcade,Gunner's Goat Run,Unlock the game-specific media channel,Unlock the game-specific media channel,,140,0.25,Yes,Yes,No,No,2,1,Medium,Floor/Wall,Bedroom; Common Space,90° steps,Farm; Gunner; Creek; Arcade Reward,Looping themed game footage/screensaver,Muted by default; optional themed channel audio,Select as an unlocked TV channel,Goat Run,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-goat-run-gunner-s-goat-guardian-trophy,Gunner’s Goat Guardian Trophy,Collectibles,Collectibles,Goat Run,Family Legendary,Win in Arcade,Gunner's Goat Run,Top mastery milestone / long-term achievement,Top mastery milestone / long-term achievement,,500,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Farm; Gunner; Creek; Arcade Reward,Subtle rarity sparkle,None,Inspect to show unlock story / achievement date,Goat Run,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-shop-bomber-wrench-and-spark-pennant,Wrench & Spark Pennant,Wall Decor,Wall Decor,Shop Bomber,Uncommon,Win in Arcade,John's Shop Bomber,First clear / first meaningful completion,First clear / first meaningful completion,,60,0.25,Yes,Yes,No,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,John; Workshop; Sparks; Arcade Reward,None,None,Inspect / memory card,Shop Bomber,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-shop-bomber-steel-drum-side-table,Steel Drum Side Table,Tables,Tables,Shop Bomber,Rare,Win in Arcade,John's Shop Bomber,5 wins / 5 clears,5 wins / 5 clears,,100,0.25,Yes,Yes,No,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,John; Workshop; Sparks; Arcade Reward,None,None,Surface for small decor,Shop Bomber,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-shop-bomber-spark-charge-lamp,Spark Charge Lamp,Lighting,Lighting,Shop Bomber,Rare,Win in Arcade,John's Shop Bomber,10 wins / 10 clears,10 wins / 10 clears,,120,0.25,Yes,Yes,No,No,1,1,Medium,Floor/Wall/Ceiling,Bedroom; Common Space,90° steps,John; Workshop; Sparks; Arcade Reward,None,None,Toggle / lighting preset,Shop Bomber,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-shop-bomber-shop-floor-target-rug,Shop Floor Target Rug,Rugs,Rugs,Shop Bomber,Epic,Win in Arcade,John's Shop Bomber,Perfect score or designated high-skill objective,Perfect score or designated high-skill objective,,220,0.25,Yes,Yes,No,No,2,2,Flat,Floor,Bedroom; Common Space,90° steps,John; Workshop; Sparks; Arcade Reward,Subtle rarity sparkle,None,Decorative,Shop Bomber,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-shop-bomber-wrench-display-shelf,Wrench Display Shelf,Storage,Storage,Shop Bomber,Epic,Win in Arcade,John's Shop Bomber,Hard-mode / difficult-level milestone,Hard-mode / difficult-level milestone,,240,0.25,Yes,Yes,No,No,2,1,Tall,Floor/Wall,Bedroom; Common Space,90° steps,John; Workshop; Sparks; Arcade Reward,Subtle rarity sparkle,None,Open/inspect later,Shop Bomber,Reward-track item. Reuse game visual motifs without copying external branded assets.
